urdu,roman
جیتے جی کوچۂ دل دار سے جایا نہ گیا اس کی دیوار کا سر سے مرے سایہ نہ گیا کاو کاو مژۂ یار و دل زار و نزار گتھ گئے ایسے شتابی کہ چھڑایا نہ گیا وہ تو کل دیر تلک دیکھتا ایدھر کو رہا ہم سے ہی حال تباہ اپنا دکھایا نہ گیا گرم رو راہ فنا کا نہیں ہو سکتا پتنگ اس سے تو شمع نمط سر بھی کٹایا نہ گیا پاس ناموس محبت تھا کہ فرہاد کے پاس بے ستوں سامنے سے اپنے اٹھایا نہ گیا خاک تک کوچۂ دل دار کی چھانی ہم نے جستجو کی پہ دل گم شدہ پایا نہ گیا اتش تیز جدائی میں یکایک اس بن دل جلا یوں کہ تنک جی بھی جلایا نہ گیا مہ نے آ سامنے شب یاد دلایا تھا اسے پھر وہ تا صبح مرے جی سے بھلایا نہ گیا زیر شمشیر ستم میرؔ تڑپنا کیسا سر بھی تسلیم محبت میں ہلایا نہ گیا جی میں اتا ہے کہ کچھ اور بھی موزوں کیجے درد دل ایک غزل میں تو سنایا نہ گیا,j te j k cha e dild r se jaay na gay us k d v r k sar se mire saaya na gay k v k ve mizha e y r o dil e z r o naz r guth ga.e aise shit b ki chhu y na gay vo to kal der talak dekht dhar ko rah ham se h h l e tab h apn dikh y na gay garm rau r h e fan k nah ho sakt pata g us se to sham.a namat sar bh kat y na gay p s e n m s e mohabbat th ki farh d ke paas be sut s mne se apne uth y na gay haak tak k cha e dild r k chh n ham ne justuj k pe dil e gum shuda paay na gay tish e tez jud . me yak yak us bin dil jal yuu ki tanik j bh jal y na gay mah ne aa s mne shab yaad dil y th use phir vo t sub.h mire j se bhul y na gay zer e shamsh r e sitam 'm r' ta apn kais sar bh tasl m e mohabbat me hil y na gay j me aat hai ki kuchh aur bh mauz kiije dard e dil ek hazal me to sun y na gay
اس عہد میں الٰہی محبت کو کیا ہوا چھوڑا وفا کو ان نے مروت کو کیا ہوا امیدوار وعدۂ دیدار مر چلے اتے ہی اتے یارو قیامت کو کیا ہوا کب تک تظلم اہ بھلا مرگ کے تئیں کچھ پیش ایا واقعہ رحمت کو کیا ہوا اس کے گئے پر ایسے گئے دل سے ہم نشیں معلوم بھی ہوا نہ کہ طاقت کو کیا ہوا بخشش نے مجھ کو ابر کرم کی کیا خجل اے چشم جوش اشک ندامت کو کیا ہوا جاتا ہے یار تیغ بکف غیر کی طرف اے کشتۂ ستم تری غیرت کو کیا ہوا تھی صعب عاشقی کی بدایت ہی میرؔ پر کیا جانیے کہ حال نہایت کو کیا ہوا,is ahd me il h mohabbat ko ky hu chho vaf ko un ne muravvat ko ky hu ummid v r e v da e d d r mar chale aate h aate yaaro qay mat ko ky hu kab tak tazallum aah bhal marg ke ta.ii kuchh pesh aay v qi.a rahmat ko ky hu us ke ga.e par aise ga.e dil se ham nash m l m bh hu na ki t qat ko ky hu ba hshish ne mujh ko abr e karam k kiy hajil ai chashm josh e ashk e nad mat ko ky hu jaat hai yaar te h ba kaf hair k taraf ai kushta e sitam tir hairat ko ky hu th s b e shiq k bad yat h 'm r' par ky j niye ki h l e nih yat ko ky hu
شعر کے پردے میں میں نے غم سنایا ہے بہت مرثیے نے دل کے میرے بھی رلایا ہے بہت بے سبب اتا نہیں اب دم بہ دم عاشق کو غش درد کھینچا ہے نہایت رنج اٹھایا ہے بہت وادی و کہسار میں روتا ہوں ڈاڑھیں مار مار دلبران شہر نے مجھ کو ستایا ہے بہت وا نہیں ہوتا کسو سے دل گرفتہ عشق کا ظاہرا غمگیں اسے رہنا خوش ایا ہے بہت میرؔ گم گشتہ کا ملنا اتفاقی امر ہے جب کبھو پایا ہے خواہش مند پایا ہے بہت,sher ke parde me mai ne ham sun y hai bahut marsiye ne dil ke mere bh rul y hai bahut be sabab aat nah ab dam ba dam shiq ko hash dard kh ch hai nih yat ranj uth y hai bahut vaad o kohs r me rot huu d he maar maar dilbar n e shahr ne mujh ko sat y hai bahut v nah hot kis se dil girafta ishq k z hiran hamg use rahn hush aay hai bahut 'm r' gum gashta k miln ittif q amr hai jab kabh paay hai hv hish mand paay hai bahut
راہ دور عشق میں روتا ہے کیا اگے اگے دیکھیے ہوتا ہے کیا قافلے میں صبح کے اک شور ہے یعنی غافل ہم چلے سوتا ہے کیا سبز ہوتی ہی نہیں یہ سرزمیں تخم خواہش دل میں تو بوتا ہے کیا یہ نشان عشق ہیں جاتے نہیں داغ چھاتی کے عبث دھوتا ہے کیا غیرت یوسف ہے یہ وقت عزیز میرؔ اس کو رائیگاں کھوتا ہے کیا,r h e d r e ishq me rot hai ky aage aage dekhiye hot hai ky q file me sub.h ke ik shor hai ya.an h fil ham chale sot hai ky sabz hot h nah ye sarzam tu hm e hv hish dil me t bot hai ky ye nish n e ishq hai jaate nah daa h chh t ke abas dhot hai ky hairat e y suf hai ye vaqt e az z 'm r' us ko r .eg khot hai ky
جو اس شور سے میرؔ روتا رہے گا تو ہمسایہ کاہے کو سوتا رہے گا میں وہ رونے والا جہاں سے چلا ہوں جسے ابر ہر سال روتا رہے گا مجھے کام رونے سے اکثر ہے ناصح تو کب تک مرے منہ کو دھوتا رہے گا بس اے گریہ انکھیں تری کیا نہیں ہیں کہاں تک جہاں کو ڈبوتا رہے گا مرے دل نے وہ نالہ پیدا کیا ہے جرس کے بھی جو ہوش کھوتا رہے گا تو یوں گالیاں غیر کو شوق سے دے ہمیں کچھ کہے گا تو ہوتا رہے گا بس اے میرؔ مژگاں سے پونچھ انسوؤں کو تو کب تک یہ موتی پروتا رہے گا,jo is shor se 'm r' rot raheg to ham s ya kaahe ko sot raheg mai vo rone vaal jah se chal huu jise abr har saal rot raheg mujhe kaam rone se aksar hai n seh t kab tak mire mu h ko dhot raheg bas ai girya khe tir ky nah hai kah tak jah ko dubot raheg mire dil ne vo naala paid kiy hai jaras ke bh jo hosh khot raheg t yuu g liy hair ko shauq se de hame kuchh kaheg to hot raheg bas ai 'm r' mizhg se po chh suo ko t kab tak ye mot pirot raheg
اب جو اک حسرت جوانی ہے عمر رفتہ کی یہ نشانی ہے رشک یوسف ہے اہ وقت عزیز عمر اک بار کاروانی ہے گریہ ہر وقت کا نہیں بے ہیچ دل میں کوئی غم نہانی ہے ہم قفس زاد قیدی ہیں ورنہ تا چمن ایک پرفشانی ہے اس کی شمشیر تیز ہے ہمدم مر رہیں گے جو زندگانی ہے غم و رنج و الم نکو یاں سے سب تمہاری ہی مہربانی ہے خاک تھی موجزن جہاں میں اور ہم کو دھوکا یہ تھا کہ پانی ہے یاں ہوئے میرؔ تم برابر خاک واں وہی ناز و سرگرانی ہے,ab jo ik hasrat e jav n hai umr e rafta k ye nish n hai rashk e y suf hai aah vaqt e az z umr ik b r e k rv n hai girya har vaqt k nah be hech dil me ko ham e nih n hai ham qafas z d qaid hai varna t chaman ek par fish n hai us k shamsh r tez hai hamdam mar rahe ge jo zindag n hai ham o ra j o alam niko yaa se sab tumh r h mehrb n hai haak th maujzan jah me aur ham ko dhok ye th ki paan hai yaa hue 'm r' tum bar bar haak vaa vah naaz o sargir n hai
ارزوئیں ہزار رکھتے ہیں تو بھی ہم دل کو مار رکھتے ہیں برق کم حوصلہ ہے ہم بھی تو دل کو بے قرار رکھتے ہیں غیر ہی مورد عنایت ہے ہم بھی تو تم سے پیار رکھتے ہیں نہ نگہ نے پیام نے وعدہ نام کو ہم بھی یار رکھتے ہیں ہم سے خوش زمزمہ کہاں یوں تو لب و لہجہ ہزار رکھتے ہیں چوٹٹے دل کے ہیں بتاں مشہور بس یہی اعتبار رکھتے ہیں پھر بھی کرتے ہیں میرؔ صاحب عشق ہیں جواں اختیار رکھتے ہیں,rz e haz r rakhte hai to bh ham dil ko maar rakhte hai barq kam hausla hai ham bh to dil ko be qar r rakhte hai hair h maurid e in yat hai ham bh to tum se pyaar rakhte hai na nigah ne pay m ne vaada naam ko ham bh yaar rakhte hai ham se hush zamzama kah yuu to lab o lahja haz r rakhte hai chotte dil ke hai but mash.h r bas yah e'tib r rakhte hai phir bh karte hai 'm r' s hab ishq hai jav i htiy r rakhte hai
عشق میں ذلت ہوئی خفت ہوئی تہمت ہوئی اخر اخر جان دی یاروں نے یہ صحبت ہوئی عکس اس بے دید کا تو متصل پڑتا تھا صبح دن چڑھے کیا جانوں ائینے کی کیا صورت ہوئی لوح سینہ پر مری سو نیزۂ خطی لگے خستگی اس دل شکستہ کی اسی بابت ہوئی کھولتے ہی انکھیں پھر یاں موندنی ہم کو پڑیں دید کیا کوئی کرے وہ کس قدر مہلت ہوئی پاؤں میرا کلبۂ احزاں میں اب رہتا نہیں رفتہ رفتہ اس طرف جانے کی مجھ کو لت ہوئی مر گیا اوارہ ہو کر میں تو جیسے گرد باد پر جسے یہ واقعہ پہنچا اسے وحشت ہوئی شاد و خوش طالع کوئی ہوگا کسو کو چاہ کر میں تو کلفت میں رہا جب سے مجھے الفت ہوئی دل کا جانا اج کل تازہ ہوا ہو تو کہوں گزرے اس بھی سانحے کو ہم نشیں مدت ہوئی شوق دل ہم نا توانوں کا لکھا جاتا ہے کب اب تلک اپ ہی پہنچنے کی اگر طاقت ہوئی کیا کف دست ایک میداں تھا بیاباں عشق کا جان سے جب اس میں گزرے تب ہمیں راحت ہوئی یوں تو ہم عاجز ترین خلق عالم ہیں ولے دیکھیو قدرت خدا کی گر ہمیں قدرت ہوئی گوش زد چٹ پٹ ہی مرنا عشق میں اپنے ہوا کس کو اس بیماری جانکاہ سے فرصت ہوئی بے زباں جو کہتے ہیں مجھ کو سو چپ رہ جائیں گے معرکے میں حشر کے گر بات کی رخصت ہوئی ہم نہ کہتے تھے کہ نقش اس کا نہیں نقاش سہل چاند سارا لگ گیا تب نیم رخ صورت ہوئی اس غزل پر شام سے تو صوفیوں کو وجد تھا پھر نہیں معلوم کچھ مجلس کی کیا حالت ہوئی کم کسو کو میرؔ کی میت کی ہاتھ ائی نماز نعش پر اس بے سر و پا کی بلا کثرت ہوئی,ishq me zillat hu hiffat hu tohmat hu hir hir jaan d y ro ne ye sohbat hu aks us be d d k to muttasil pa t th sub.h din cha he ky j n . ne k ky s rat hu lauh e s na par mir sau neza e hatt lage hastag is dil shikasta k is b bat hu kholte h khe phir yaa m dn ham ko pa diid ky ko kare vo kis qadar mohlat hu paa v mer kalba e ahz me ab raht nah rafta rafta us taraf jaane k mujh ko lat hu mar gay v ra ho kar mai to jaise gard b d par jise ye v qi.a pahu ch use vahshat hu shaad o hush t le ko hog kis ko chaah kar mai to kulfat me rah jab se mujhe ulfat hu dil k jaan aaj kal taaza hu ho to kah guzre us bh s nehe ko ham nash muddat hu shauq e dil ham n tav no k likh jaat hai kab ab talak aap h pahu chne k agar t qat hu ky kaf e dast ek maid th bay b ishq k jaan se jab us me guzre tab hame r hat hu yuu to ham jiz tar n e halq e lam hai vale dekhiyo qudrat hud k gar hame qudrat hu gosh zad chat pat h marn ishq me apne hu kis ko is b m ri e j k h se fursat hu be zab jo kahte hai mujh ko so chup rah j .e ge m rke me hashr ke gar baat k ru hsat hu ham na kahte the ki naqsh us k nah naqq sh sahl ch d saar lag gay tab n m ru h s rat hu is hazal par shaam se to s fiyo ko vajd th phir nah m l m kuchh majlis k ky h lat hu kam kis ko 'm r' k mayyat k haath aa. nam z na.ash par us be sar o p k bal kasrat hu
فقیرانہ ائے صدا کر چلے کہ میاں خوش رہو ہم دعا کر چلے جو تجھ بن نہ جینے کو کہتے تھے ہم سو اس عہد کو اب وفا کر چلے شفا اپنی تقدیر ہی میں نہ تھی کہ مقدور تک تو دوا کر چلے پڑے ایسے اسباب پایان کار کہ ناچار یوں جی جلا کر چلے وہ کیا چیز ہے اہ جس کے لیے ہر اک چیز سے دل اٹھا کر چلے کوئی ناامیدانہ کرتے نگاہ سو تم ہم سے منہ بھی چھپا کر چلے بہت ارزو تھی گلی کی تری سو یاں سے لہو میں نہا کر چلے دکھائی دیئے یوں کہ بے خود کیا ہمیں اپ سے بھی جدا کر چلے جبیں سجدہ کرتے ہی کرتے گئی حق بندگی ہم ادا کر چلے پرستش کی یاں تک کہ اے بت تجھے نظر میں سبھوں کی خدا کر چلے جھڑے پھول جس رنگ گلبن سے یوں چمن میں جہاں کے ہم ا کر چلے نہ دیکھا غم دوستاں شکر ہے ہمیں داغ اپنا دکھا کر چلے گئی عمر در بند فکر غزل سو اس فن کو ایسا بڑا کر چلے کہیں کیا جو پوچھے کوئی ہم سے میرؔ جہاں میں تم ائے تھے کیا کر چلے,faq r na aa.e sad kar chale ki myaa hush raho ham du kar chale jo tujh bin na jiine ko kahte the ham so is ahd ko ab vaf kar chale shif apn taqd r h me na th ki maqd r tak to dav kar chale pa e aise asb b p y n e k r ki n ch r yuu j jal kar chale vo ky chiiz hai aah jis ke liye har ik chiiz se dil uth kar chale ko n um d na karte nig h so tum ham se mu h bh chhup kar chale bahut aarz th gal k tir so yaa se lah me nah kar chale dikh . diye yuu ki be hud kiy hame aap se bh jud kar chale jab sajda karte h karte ga. haq e bandag ham ad kar chale parastish k yaa tak ki ai but tujhe nazar me sabho k hud kar chale jha e phuul jis ra g gulbun se yuu chaman me jah ke ham aa kar chale na dekh ham e dost shukr hai ham daa h apn dikh kar chale ga. umr dar band e fikr e hazal so is fan ko ais ba kar chale kahe ky jo p chhe ko ham se 'm r' jah me tum aa.e the ky kar chale
تھا مستعار حسن سے اس کے جو نور تھا خورشید میں بھی اس ہی کا ذرہ ظہور تھا ہنگامہ گرم کن جو دل ناصبور تھا پیدا ہر ایک نالے سے شور نشور تھا پہنچا جو اپ کو تو میں پہنچا خدا کے تئیں معلوم اب ہوا کہ بہت میں بھی دور تھا اتش بلند دل کی نہ تھی ورنہ اے کلیم یک شعلہ برق خرمن صد کوہ طور تھا مجلس میں رات ایک ترے پرتوے بغیر کیا شمع کیا پتنگ ہر اک بے حضور تھا اس فصل میں کہ گل کا گریباں بھی ہے ہوا دیوانہ ہو گیا سو بہت ذی شعور تھا منعم کے پاس قاقم و سنجاب تھا تو کیا اس رند کی بھی رات گزر گئی جو عور تھا ہم خاک میں ملے تو ملے لیکن اے سپہر اس شوخ کو بھی راہ پہ لانا ضرور تھا کل پاؤں ایک کاسۂ سر پر جو ا گیا یکسر وہ استخوان شکستوں سے چور تھا کہنے لگا کہ دیکھ کے چل راہ بے خبر میں بھی کبھو کسو کا سر پر غرور تھا تھا وہ تو رشک حور بہشتی ہمیں میں میرؔ سمجھے نہ ہم تو فہم کا اپنی قصور تھا,th musta. r husn se us ke jo nuur th hursh d me bh us h k zarra zuh r th ha g ma garm kun jo dil e n sub r th paid har ek naale se shor e nush r th pahu ch jo aap ko to mai pahu ch hud ke ta.ii m l m ab hu ki bahut mai bh duur th tish buland dil k na th varna ai kal m yak sho.ala barq e hiraman e sad koh e t r th majlis me raat ek tire partave ba hair ky sham.a ky pata g har ik be huz r th us fasl me ki gul k gareb bh hai hav d v na ho gay so bahut z shu. r th mun.im ke paas q qum o sanj b th to ky us rind k bh raat guzar ga. jo uur th ham haak me mile to mile lekin ai sip.har us sho h ko bh raah pe laan zar r th kal paa v ek k sa e sar par jo aa gay yaksar vo ustu hv n shikasto se chuur th kahne lag ki dekh ke chal raah be habar mai bh kabh kis k sar e pur hur r th th vo to rashk e h r e bahisht ham me 'm r' samjhe na ham to fahm k apn qus r th
